condition,condition_state,event_percentage,event_low,event_high,rate_100k,rate_100k_low,rate_100k_high
average,0,0.017742093678374492,0.01742371376624975,0.01806425513709925,1774.2093678374492,1742.3713766249753,1806.425513709925
