term,estimate,std.error,statistic,p.value,conf.low,conf.high
ckd_diagnosis_bool,1.3337119426297044,0.0360796594814478,7.9813943162069165,1.4468943326429526e-15,1.2427866999348771,1.431610446201162
chronic_pulmonary_disease_bool,1.426447042997946,0.019640854932547164,18.08407874663754,4.2541785910799937e-73,1.372633283537393,1.4824913533209645
diabetes_bool,1.2908791548263252,0.02485963469866734,10.270605530272416,9.560268795566917e-25,1.2295453026379757,1.355400534044435
immunocompromised_bool,1.0692726495635552,0.02679995960957141,2.499207145845063,0.01244715298509617,1.0145687603910174,1.1269595918942223
